,country_id,country_name,locality_id,locality_name,market_id,market_name,commodityID,commodity,currency_id,currency_name,market_typeID,market_type,measurement_id,unit_goods_measurement,month,year,price,Source
437443,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2015,14000.0,"FEWS NET, Nigeria"
437444,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2015,14000.0,"FEWS NET, Nigeria"
437445,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2015,14000.0,"FEWS NET, Nigeria"
437446,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2015,14000.0,"FEWS NET, Nigeria"
437447,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2015,14000.0,"FEWS NET, Nigeria"
437448,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,14000.0,"FEWS NET, Nigeria"
437449,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2016,14000.0,"FEWS NET, Nigeria"
437450,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2016,14000.0,"FEWS NET, Nigeria"
437451,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2016,20700.0,"FEWS NET, Nigeria"
437452,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2016,24000.0,"FEWS NET, Nigeria"
437453,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2016,24600.0,"FEWS NET, Nigeria"
437454,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2016,24750.0,"FEWS NET, Nigeria"
437455,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2016,25200.0,"FEWS NET, Nigeria"
437456,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2016,25500.0,"FEWS NET, Nigeria"
437457,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2016,25000.0,"FEWS NET, Nigeria"
437458,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2016,25144.0,"FEWS NET, Nigeria"
437459,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2016,26220.0,"FEWS NET, Nigeria"
437460,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2017,28230.0,"FEWS NET, Nigeria"
437461,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2017,28095.0,"FEWS NET, Nigeria"
437462,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2017,28280.0,FEWSNET
437463,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2017,29525.0,FEWS NET
437464,182,Nigeria,2223,Jigawa,1973,Gujungu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2017,31260.0,FEWS NET
437998,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2014,14000.0,"FEWS NET, Nigeria"
437999,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2014,14775.0,"FEWS NET, Nigeria"
438000,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2014,13860.0,"FEWS NET, Nigeria"
438001,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2014,14600.0,"FEWS NET, Nigeria"
438002,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2014,14150.0,"FEWS NET, Nigeria"
438003,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2014,14180.0,"FEWS NET, Nigeria"
438004,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2015,13575.0,"FEWS NET, Nigeria"
438005,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2015,13645.0,"FEWS NET, Nigeria"
438006,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2015,13496.0,"FEWS NET, Nigeria"
438007,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2015,14575.0,"FEWS NET, Nigeria"
438008,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2015,14450.0,"FEWS NET, Nigeria"
438009,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2015,13950.0,"FEWS NET, Nigeria"
438010,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2015,14180.0,"FEWS NET, Nigeria"
438011,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2015,14600.0,"FEWS NET, Nigeria"
438012,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2015,14892.0,"FEWS NET, Nigeria"
438013,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2015,14600.0,"FEWS NET, Nigeria"
438014,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2015,14460.0,"FEWS NET, Nigeria"
438015,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2015,14584.0,"FEWS NET, Nigeria"
438016,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,15195.0,"FEWS NET, Nigeria"
438017,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2016,17005.0,"FEWS NET, Nigeria"
438018,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2016,18120.0,"FEWS NET, Nigeria"
438019,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2016,18965.0,"FEWS NET, Nigeria"
438020,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2016,22055.0,"FEWS NET, Nigeria"
438021,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2016,25676.0,"FEWS NET, Nigeria"
438022,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2016,27550.0,"FEWS NET, Nigeria"
438023,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2016,28840.0,"FEWS NET, Nigeria"
438024,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2016,24685.0,"FEWS NET, Nigeria"
438025,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2016,23315.0,"FEWS NET, Nigeria"
438026,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2016,25220.0,"FEWS NET, Nigeria"
438027,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2016,27275.0,"FEWS NET, Nigeria"
438028,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2017,30375.0,"FEWS NET, Nigeria"
438029,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2017,28645.0,"FEWS NET, Nigeria"
438030,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2017,29100.0,FEWSNET
438031,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2017,30160.0,FEWS NET
438032,182,Nigeria,2227,Kebbi,1974,Gwandu,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2017,31560.0,FEWS NET
438595,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2014,16500.0,"FEWS NET, Nigeria"
438596,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2014,16500.0,"FEWS NET, Nigeria"
438597,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2014,16500.0,"FEWS NET, Nigeria"
438598,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2014,16500.0,"FEWS NET, Nigeria"
438599,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2014,16500.0,"FEWS NET, Nigeria"
438600,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2014,16500.0,"FEWS NET, Nigeria"
438601,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2015,16500.0,"FEWS NET, Nigeria"
438602,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2015,16125.0,"FEWS NET, Nigeria"
438603,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2015,15000.0,"FEWS NET, Nigeria"
438604,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2015,15000.0,"FEWS NET, Nigeria"
438605,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2015,15000.0,"FEWS NET, Nigeria"
438606,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2015,15000.0,"FEWS NET, Nigeria"
438607,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2015,15000.0,"FEWS NET, Nigeria"
438608,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2015,15000.0,"FEWS NET, Nigeria"
438609,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2015,15000.0,"FEWS NET, Nigeria"
438610,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2015,14200.0,"FEWS NET, Nigeria"
438611,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2015,16000.0,"FEWS NET, Nigeria"
438612,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2015,14620.0,"FEWS NET, Nigeria"
438613,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,13700.0,"FEWS NET, Nigeria"
438614,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2016,14400.0,"FEWS NET, Nigeria"
438615,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2016,16500.0,"FEWS NET, Nigeria"
438616,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2016,16500.0,"FEWS NET, Nigeria"
438617,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2016,22725.0,"FEWS NET, Nigeria"
438618,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2016,26440.0,"FEWS NET, Nigeria"
438619,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2016,30200.0,"FEWS NET, Nigeria"
438620,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2016,34600.0,"FEWS NET, Nigeria"
438621,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2016,35000.0,"FEWS NET, Nigeria"
438622,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2016,33000.0,"FEWS NET, Nigeria"
438623,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2016,33000.0,"FEWS NET, Nigeria"
438624,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2016,33000.0,"FEWS NET, Nigeria"
438625,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2017,33000.0,"FEWS NET, Nigeria"
438626,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2017,33000.0,"FEWS NET, Nigeria"
438627,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2017,33200.0,FEWSNET
438628,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2017,32200.0,FEWS NET
438629,182,Nigeria,2235,Oyo,1975,Ibadan,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2017,31000.0,FEWS NET
439157,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2014,14000.0,"FEWS NET, Nigeria"
439158,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2014,14000.0,"FEWS NET, Nigeria"
439159,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2014,14000.0,"FEWS NET, Nigeria"
439160,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2014,14000.0,"FEWS NET, Nigeria"
439161,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2014,13060.0,"FEWS NET, Nigeria"
439162,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2014,13160.2,"FEWS NET, Nigeria"
439163,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2015,13700.0,"FEWS NET, Nigeria"
439164,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2015,14000.0,"FEWS NET, Nigeria"
439165,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2015,13792.0,"FEWS NET, Nigeria"
439166,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2015,13800.25,"FEWS NET, Nigeria"
439167,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2015,14800.0,"FEWS NET, Nigeria"
439168,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2015,14600.0,"FEWS NET, Nigeria"
439169,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2015,14224.0,"FEWS NET, Nigeria"
439170,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2015,14120.0,"FEWS NET, Nigeria"
439171,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2015,14912.0,"FEWS NET, Nigeria"
439172,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2015,13100.0,"FEWS NET, Nigeria"
439173,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2015,12480.0,"FEWS NET, Nigeria"
439174,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2015,14752.0,"FEWS NET, Nigeria"
439175,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,15915.0,"FEWS NET, Nigeria"
439176,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2016,17825.0,"FEWS NET, Nigeria"
439177,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2016,19000.0,"FEWS NET, Nigeria"
439178,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2016,20325.0,"FEWS NET, Nigeria"
439179,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2016,25500.0,"FEWS NET, Nigeria"
439180,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2016,24160.0,"FEWS NET, Nigeria"
439181,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2016,25400.0,"FEWS NET, Nigeria"
439182,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2016,28800.0,"FEWS NET, Nigeria"
439183,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2016,29000.0,"FEWS NET, Nigeria"
439184,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2016,29625.0,"FEWS NET, Nigeria"
439185,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2016,25600.0,"FEWS NET, Nigeria"
439186,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2016,28400.0,"FEWS NET, Nigeria"
439187,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2017,36500.0,"FEWS NET, Nigeria"
439188,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2017,35000.0,"FEWS NET, Nigeria"
439189,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2017,35000.0,FEWS NET
439190,182,Nigeria,2225,Kano,1976,Dawanau,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2017,33200.0,FEWS NET
439739,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2014,14200.0,"FEWS NET, Nigeria"
439740,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2014,14600.0,"FEWS NET, Nigeria"
439741,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2014,14200.0,"FEWS NET, Nigeria"
439742,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2014,14535.0,"FEWS NET, Nigeria"
439743,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2014,13300.0,"FEWS NET, Nigeria"
439744,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2014,13900.0,"FEWS NET, Nigeria"
439745,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2015,13635.0,"FEWS NET, Nigeria"
439746,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2015,14050.0,"FEWS NET, Nigeria"
439747,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2015,14260.0,"FEWS NET, Nigeria"
439748,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2015,14870.0,"FEWS NET, Nigeria"
439749,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2015,14280.0,"FEWS NET, Nigeria"
439750,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2015,14280.0,"FEWS NET, Nigeria"
439751,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2015,14256.0,"FEWS NET, Nigeria"
439752,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2015,14725.0,"FEWS NET, Nigeria"
439753,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2015,16340.0,"FEWS NET, Nigeria"
439754,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2015,15395.0,"FEWS NET, Nigeria"
439755,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2015,13850.0,"FEWS NET, Nigeria"
439756,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2015,13400.0,"FEWS NET, Nigeria"
439757,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2016,14275.0,"FEWS NET, Nigeria"
439758,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2016,17065.0,"FEWS NET, Nigeria"
439759,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2016,17424.0,"FEWS NET, Nigeria"
439760,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2016,18465.0,"FEWS NET, Nigeria"
439761,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2016,23900.0,"FEWS NET, Nigeria"
439762,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,6,2016,24200.0,"FEWS NET, Nigeria"
439763,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2016,23941.5,"FEWS NET, Nigeria"
439764,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2016,29088.0,"FEWS NET, Nigeria"
439765,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2016,25620.0,"FEWS NET, Nigeria"
439766,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2016,22950.0,"FEWS NET, Nigeria"
439767,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2016,26460.0,"FEWS NET, Nigeria"
439768,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2016,27000.0,"FEWS NET, Nigeria"
439769,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,1,2017,27000.0,"FEWS NET, Nigeria"
439770,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2017,29500.0,"FEWS NET, Nigeria"
439771,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2017,29500.0,FEWSNET
439772,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,4,2017,29500.0,FEWS NET
439773,182,Nigeria,65710,Zamfara,1977,Kaura Namoda,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,5,2017,29500.0,FEWS NET
440333,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,7,2014,35000.0,"FEWS NET, Nigeria"
440334,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,8,2014,35000.0,"FEWS NET, Nigeria"
440335,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,9,2014,35000.0,"FEWS NET, Nigeria"
440336,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,10,2014,35000.0,"FEWS NET, Nigeria"
440337,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,11,2014,35000.0,"FEWS NET, Nigeria"
440338,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,12,2014,35000.0,"FEWS NET, Nigeria"
440339,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,2,2015,35000.0,"FEWS NET, Nigeria"
440340,182,Nigeria,2230,Lagos,1978,Lagos,71,Rice (local),95,NGN,14,Wholesale,9,100 KG,3,2015,35000.0,"FEWS NET, Nigeria"
